PM_Diff_Amt,PM_Diff_Category_Val,Precip_12AM-6AM,Precip_6AM-10AM,Precip_6AM-12PM,WindSpeed_12AM-6AM_avg_val,WindSpeed_6AM-10AM_avg_val,WindSpeed_10AM-2PM_avg_val,open_price,prior_day_open_price,prior_day_open_diff,prior_day_trend,yesterday_avg_diff,yesterday_avg_trend
-8.0,Less_Activity,No Precip,No Precip,No Precip,10.92,10.38,9.63,3.7275,3.7342,-0.0067,Nominal Change,-0.01,Nominal Change
8.0,More_Activity,No Precip,No Precip,No Precip,4.75,8.0,10.25,3.67,3.7275,-0.0575,Worse (<-.05),-0.01,Nominal Change
-16.0,Less_Activity,No Precip,No Precip,No Precip,6.08,6.5,8.0,3.605,3.67,-0.065,Worse (<-.05),-0.0608,Worse (<-.05)
-10.0,Less_Activity,Precip,No Precip,No Precip,22.87,20.88,21.6,3.6175,3.605,0.0125,Nominal Change,-0.0938,Worse (<-.05)
-10.0,Less_Activity,No Precip,No Precip,No Precip,14.42,12.88,16.25,3.615,3.6175,-0.0025,Nominal Change,-0.02,Slightly Worse (<-.02)
-11.0,Less_Activity,No Precip,No Precip,No Precip,6.67,6.13,7.38,3.6042,3.615,-0.0108,Nominal Change,0.0038,Nominal Change
-8.0,Less_Activity,No Precip,Light Precip,Light Precip,14.5,12.0,15.9,3.5825,3.5933,-0.0108,Nominal Change,-0.0163,Nominal Change
-13.0,Less_Activity,Precip,Precip,Precip,16.13,15.33,13.5,3.6,3.5825,0.0175,Nominal Change,-0.0163,Nominal Change
-9.0,Less_Activity,Light Precip,Light Precip,Light Precip,11.58,21.93,21.58,3.62,3.6,0.02,Slightly Better (>.02),0.0121,Nominal Change
-8.0,Less_Activity,No Precip,No Precip,No Precip,20.08,19.63,28.75,3.6175,3.62,-0.0025,Nominal Change,0.0288,Slightly Better (>.02)
-5.0,Same_Activity,No Precip,No Precip,No Precip,15.08,8.63,6.25,3.635,3.6175,0.0175,Nominal Change,0.0075,Nominal Change
-8.0,Less_Activity,No Precip,No Precip,No Precip,4.33,6.38,10.88,3.625,3.6283,-0.0033,Nominal Change,-0.005,Nominal Change
-1.0,Same_Activity,No Precip,No Precip,No Precip,2.33,9.25,15.5,3.67,3.625,0.045,Slightly Better (>.02),-0.005,Nominal Change
-7.0,Less_Activity,No Precip,No Precip,No Precip,8.33,9.05,10.75,3.6425,3.67,-0.0275,Slightly Worse (<-.02),0.0433,Slightly Better (>.02)
-2.0,Same_Activity,Precip,Light Precip,Light Precip,6.93,6.78,10.38,3.5975,3.6158,-0.0183,Nominal Change,-0.0275,Slightly Worse (<-.02)
-13.0,Less_Activity,No Precip,No Precip,No Precip,2.33,3.2,5.33,3.67,3.6525,0.0175,Nominal Change,0.0458,Slightly Better (>.02)
-13.0,Less_Activity,No Precip,No Precip,No Precip,7.58,6.2,6.63,3.6375,3.67,-0.0325,Slightly Worse (<-.02),0.045,Slightly Better (>.02)
-5.0,Same_Activity,No Precip,No Precip,No Precip,5.0,6.63,7.25,3.7,3.6375,0.0625,Better (>.05),-0.0238,Slightly Worse (<-.02)
-6.0,Less_Activity,No Precip,No Precip,No Precip,7.33,4.63,15.43,3.725,3.7075,0.0175,Nominal Change,-0.0163,Nominal Change
-7.0,Less_Activity,No Precip,No Precip,No Precip,10.37,4.75,7.25,3.77,3.725,0.045,Slightly Better (>.02),0.0263,Slightly Better (>.02)
4.0,Same_Activity,No Precip,No Precip,No Precip,13.33,14.63,13.13,3.5975,3.62,-0.0225,Slightly Worse (<-.02),-0.0475,Slightly Worse (<-.02)
-17.0,Less_Activity,No Precip,No Precip,No Precip,7.08,7.13,9.25,3.555,3.5975,-0.0425,Slightly Worse (<-.02),-0.0475,Slightly Worse (<-.02)
-30.0,Less_Activity,No Precip,No Precip,No Precip,11.75,20.88,13.5,3.55,3.5517,-0.0017,Nominal Change,-0.0025,Nominal Change
-29.0,Less_Activity,No Precip,No Precip,No Precip,11.25,12.13,10.75,3.535,3.55,-0.015,Nominal Change,-0.0025,Nominal Change
-28.0,Less_Activity,No Precip,No Precip,No Precip,4.67,6.0,6.88,3.5375,3.535,0.0025,Nominal Change,-0.0158,Nominal Change
-22.0,Less_Activity,No Precip,No Precip,No Precip,5.42,2.0,4.0,3.54,3.5375,0.0025,Nominal Change,-0.005,Nominal Change
-35.0,Less_Activity,No Precip,No Precip,No Precip,4.33,7.05,12.58,3.54,3.54,0.0,Nominal Change,0.0038,Nominal Change
-26.0,Less_Activity,No Precip,No Precip,No Precip,7.42,9.25,10.63,3.575,3.5633,0.0117,Nominal Change,0.0175,Nominal Change
-14.0,Less_Activity,No Precip,No Precip,No Precip,11.58,12.4,17.5,3.55,3.575,-0.025,Slightly Worse (<-.02),0.0175,Nominal Change
-15.0,Less_Activity,No Precip,No Precip,No Precip,9.0,8.0,7.55,3.5875,3.55,0.0375,Slightly Better (>.02),-0.0192,Nominal Change
-19.0,Less_Activity,No Precip,No Precip,No Precip,7.13,5.8,4.25,3.585,3.5875,-0.0025,Nominal Change,0.025,Slightly Better (>.02)
-28.0,Less_Activity,No Precip,No Precip,No Precip,4.0,7.88,15.0,3.625,3.585,0.04,Slightly Better (>.02),0.0163,Nominal Change
-6.0,Less_Activity,Light Precip,No Precip,No Precip,6.17,5.38,4.4,3.66,3.6483,0.0117,Nominal Change,0.0175,Nominal Change
-9.0,Less_Activity,No Precip,Precip,Light Precip,10.72,11.73,7.45,3.6688,3.66,0.0088,Nominal Change,0.0175,Nominal Change
-15.0,Less_Activity,Light Precip,No Precip,No Precip,18.6,23.25,26.25,3.6775,3.6688,0.0088,Nominal Change,0.0146,Nominal Change
-13.0,Less_Activity,No Precip,No Precip,No Precip,14.92,11.5,15.75,3.6825,3.6775,0.005,Nominal Change,0.0131,Nominal Change
-23.0,Less_Activity,No Precip,No Precip,No Precip,5.72,6.13,5.5,3.68,3.6825,-0.0025,Nominal Change,0.0094,Nominal Change
-37.0,Less_Activity,No Precip,No Precip,No Precip,2.25,6.5,14.38,3.665,3.67,-0.005,Nominal Change,-0.0075,Nominal Change
-17.0,Less_Activity,No Precip,No Precip,No Precip,8.0,10.0,13.88,3.69,3.665,0.025,Slightly Better (>.02),-0.0075,Nominal Change
-18.0,Less_Activity,No Precip,No Precip,No Precip,15.42,17.38,16.55,3.6975,3.69,0.0075,Nominal Change,0.0225,Slightly Better (>.02)
-9.0,Less_Activity,No Precip,No Precip,No Precip,13.08,14.88,13.75,3.6875,3.6975,-0.01,Nominal Change,0.02,Nominal Change
10.0,More_Activity,No Precip,No Precip,No Precip,1.17,3.13,6.0,3.695,3.6931,0.0019,Nominal Change,0.0028,Nominal Change
-8.0,Less_Activity,No Precip,No Precip,No Precip,6.83,11.0,15.25,3.705,3.695,0.01,Nominal Change,0.0028,Nominal Change
-30.0,Less_Activity,Light Precip,Precip,Light Precip,14.5,12.58,3.68,3.725,3.705,0.02,Slightly Better (>.02),0.0109,Nominal Change
-8.0,Less_Activity,No Precip,Light Precip,Light Precip,8.42,10.7,10.3,3.6675,3.725,-0.0575,Worse (<-.05),0.025,Slightly Better (>.02)
-30.0,Less_Activity,Light Precip,No Precip,No Precip,8.88,16.83,21.5,3.5175,3.6675,-0.15,Significantly Worse (<-.10),-0.0475,Slightly Worse (<-.02)
7.0,More_Activity,No Precip,No Precip,No Precip,9.08,7.5,8.88,3.5375,3.5308,0.0067,Nominal Change,0.01,Nominal Change
-10.0,Less_Activity,No Precip,No Precip,Light Precip,8.33,13.25,17.38,3.545,3.5375,0.0075,Nominal Change,0.01,Nominal Change
-19.0,Less_Activity,No Precip,Light Precip,Light Precip,15.28,15.8,20.0,3.615,3.5775,0.0375,Slightly Better (>.02),0.0213,Slightly Better (>.02)
-23.0,Less_Activity,No Precip,No Precip,No Precip,12.17,19.63,18.75,3.62,3.6183,0.0017,Nominal Change,0.0025,Nominal Change
-38.0,Less_Activity,No Precip,No Precip,No Precip,9.42,9.5,9.13,3.63,3.57,0.06,Better (>.05),-0.0492,Slightly Worse (<-.02)
-27.0,Less_Activity,No Precip,No Precip,No Precip,10.0,14.63,16.75,3.73,3.63,0.1,Significantly Better (>.10),0.035,Slightly Better (>.02)
-16.0,Less_Activity,No Precip,No Precip,No Precip,6.25,6.13,7.75,3.7525,3.7467,0.0058,Nominal Change,0.0088,Nominal Change
-42.0,Less_Activity,No Precip,Precip,Precip,3.33,5.33,5.3,3.94,3.845,0.095,Better (>.05),0.0688,Better (>.05)
2.0,Same_Activity,Light Precip,Precip,Precip,11.72,9.83,8.2,3.7125,3.7558,-0.0433,Slightly Worse (<-.02),-0.065,Worse (<-.05)
-3.0,Same_Activity,No Precip,No Precip,No Precip,8.42,10.33,13.68,3.7725,3.7125,0.06,Better (>.05),-0.065,Worse (<-.05)
-11.0,Less_Activity,No Precip,No Precip,No Precip,14.42,20.25,22.5,3.82,3.7725,0.0475,Slightly Better (>.02),0.0383,Slightly Better (>.02)
12.0,More_Activity,No Precip,Precip,Light Precip,13.38,14.0,15.68,3.7975,3.82,-0.0225,Slightly Worse (<-.02),0.0775,Better (>.05)
13.0,More_Activity,No Precip,No Precip,No Precip,2.62,8.58,10.38,3.87,3.7975,0.0725,Better (>.05),0.0013,Nominal Change
8.0,More_Activity,No Precip,No Precip,No Precip,1.83,1.75,0.0,3.8875,3.8817,0.0058,Nominal Change,0.0088,Nominal Change
-37.0,Less_Activity,No Precip,No Precip,No Precip,5.08,9.38,19.75,3.9025,3.8875,0.015,Nominal Change,0.0088,Nominal Change
-24.0,Less_Activity,No Precip,No Precip,No Precip,9.42,12.13,15.38,3.765,3.9025,-0.1375,Significantly Worse (<-.10),0.0179,Nominal Change
-25.0,Less_Activity,No Precip,No Precip,No Precip,2.75,6.75,8.25,3.745,3.765,-0.02,Slightly Worse (<-.02),-0.13,Significantly Worse (<-.10)
-37.0,Less_Activity,No Precip,No Precip,No Precip,8.17,10.38,15.88,3.7225,3.745,-0.0225,Slightly Worse (<-.02),-0.0888,Worse (<-.05)
-18.0,Less_Activity,No Precip,No Precip,Light Precip,9.92,17.88,18.83,3.795,3.7708,0.0242,Slightly Better (>.02),0.0363,Slightly Better (>.02)
7.0,More_Activity,Precip,Light Precip,Light Precip,15.17,11.38,12.5,3.6775,3.795,-0.1175,Significantly Worse (<-.10),0.0363,Slightly Better (>.02)
-1.0,Same_Activity,No Precip,No Precip,Light Precip,8.08,8.2,4.6,3.785,3.6775,0.1075,Significantly Better (>.10),-0.1054,Significantly Worse (<-.10)
13.0,More_Activity,No Precip,No Precip,No Precip,6.8,12.63,16.88,3.7475,3.785,-0.0375,Slightly Worse (<-.02),0.0488,Slightly Better (>.02)
-1.0,Same_Activity,No Precip,Precip,Light Precip,8.08,10.38,14.38,3.8025,3.7475,0.055,Better (>.05),0.0163,Nominal Change
-5.0,Same_Activity,No Precip,No Precip,No Precip,4.83,8.63,6.63,3.9025,3.8692,0.0333,Slightly Better (>.02),0.05,Slightly Better (>.02)
-13.0,Less_Activity,No Precip,No Precip,No Precip,7.75,8.13,10.75,3.925,3.9025,0.0225,Slightly Better (>.02),0.05,Slightly Better (>.02)
-11.0,Less_Activity,No Precip,No Precip,No Precip,0.0,2.25,3.0,3.97,3.925,0.045,Slightly Better (>.02),0.0392,Slightly Better (>.02)
-28.0,Less_Activity,No Precip,No Precip,No Precip,5.33,7.13,11.25,3.975,3.97,0.005,Nominal Change,0.0563,Better (>.05)
-33.0,Less_Activity,No Precip,No Precip,No Precip,6.42,5.0,7.25,3.9,3.975,-0.075,Worse (<-.05),0.0275,Slightly Better (>.02)
-13.0,Less_Activity,No Precip,No Precip,No Precip,13.67,14.13,18.5,3.94,3.9267,0.0133,Nominal Change,0.02,Slightly Better (>.02)
-33.0,Less_Activity,No Precip,No Precip,No Precip,7.33,8.88,4.25,3.9725,3.94,0.0325,Slightly Better (>.02),0.02,Slightly Better (>.02)
1.0,Same_Activity,No Precip,Precip,Precip,8.83,10.3,10.9,3.965,3.9725,-0.0075,Nominal Change,0.0392,Slightly Better (>.02)
15.0,More_Activity,Light Precip,No Precip,No Precip,9.75,9.88,10.75,4.04,3.965,0.075,Better (>.05),0.0088,Nominal Change
12.0,More_Activity,No Precip,Light Precip,No Precip,9.42,10.58,10.25,4.125,4.1138,0.0113,Nominal Change,0.0169,Nominal Change
-16.0,Less_Activity,No Precip,No Precip,No Precip,8.75,12.25,18.25,4.0425,4.125,-0.0825,Worse (<-.05),0.0169,Nominal Change
9.0,More_Activity,No Precip,No Precip,No Precip,9.17,12.13,6.5,4.1375,4.0425,0.095,Better (>.05),-0.0769,Worse (<-.05)
10.0,More_Activity,No Precip,Light Precip,Light Precip,9.92,7.38,6.13,4.14,4.1375,0.0025,Nominal Change,0.0538,Better (>.05)
22.0,More_Activity,No Precip,No Precip,No Precip,11.58,15.75,17.88,4.1975,4.1783,0.0192,Nominal Change,0.0288,Slightly Better (>.02)
-5.0,Same_Activity,No Precip,No Precip,No Precip,5.5,6.88,8.13,4.2725,4.2625,0.01,Nominal Change,0.0746,Better (>.05)
-36.0,Less_Activity,No Precip,No Precip,No Precip,10.75,9.38,11.05,4.265,4.3025,-0.0375,Slightly Worse (<-.02),0.035,Slightly Better (>.02)
-30.0,Less_Activity,No Precip,No Precip,No Precip,7.92,10.75,7.63,4.25,4.2625,-0.0125,Nominal Change,-0.0638,Worse (<-.05)
3.0,Same_Activity,No Precip,No Precip,No Precip,8.5,13.88,15.63,4.355,4.32,0.035,Slightly Better (>.02),0.0525,Better (>.05)
-18.0,Less_Activity,No Precip,No Precip,No Precip,2.17,10.63,10.0,4.205,4.355,-0.15,Significantly Worse (<-.10),0.0525,Better (>.05)
8.0,More_Activity,No Precip,No Precip,No Precip,7.25,10.25,5.63,3.965,4.205,-0.24,Significantly Worse (<-.10),-0.1325,Significantly Worse (<-.10)
22.0,More_Activity,No Precip,No Precip,No Precip,14.83,12.75,9.5,3.92,3.965,-0.045,Slightly Worse (<-.02),-0.315,Significantly Worse (<-.10)
-11.0,Less_Activity,No Precip,No Precip,No Precip,2.58,7.88,12.8,3.875,3.92,-0.045,Slightly Worse (<-.02),-0.165,Significantly Worse (<-.10)
23.0,More_Activity,No Precip,No Precip,No Precip,10.75,15.13,17.75,3.8642,3.875,-0.0108,Nominal Change,-0.0675,Worse (<-.05)
-13.0,Less_Activity,No Precip,No Precip,No Precip,12.92,16.88,10.88,3.8425,3.8533,-0.0108,Nominal Change,-0.0163,Nominal Change
8.0,More_Activity,No Precip,No Precip,No Precip,6.83,6.0,3.0,3.83,3.8425,-0.0125,Nominal Change,-0.0163,Nominal Change
8.0,More_Activity,No Precip,No Precip,No Precip,2.5,3.25,6.75,3.855,3.83,0.025,Slightly Better (>.02),-0.0179,Nominal Change
-11.0,Less_Activity,No Precip,No Precip,No Precip,9.75,6.25,3.13,3.6075,3.75,-0.1425,Significantly Worse (<-.10),-0.0925,Worse (<-.05)
24.0,More_Activity,No Precip,No Precip,No Precip,7.17,9.0,13.0,3.48,3.5119,-0.0319,Slightly Worse (<-.02),-0.0478,Slightly Worse (<-.02)
7.0,More_Activity,Light Precip,No Precip,No Precip,9.08,5.25,5.0,3.385,3.4475,-0.0625,Worse (<-.05),-0.0484,Slightly Worse (<-.02)
-32.0,Less_Activity,No Precip,No Precip,No Precip,2.83,4.75,6.38,3.4292,3.3725,0.0567,Better (>.05),-0.0438,Slightly Worse (<-.02)
20.0,More_Activity,No Precip,No Precip,No Precip,11.75,12.25,18.5,3.53,3.43,0.1,Better (>.05),-0.0842,Worse (<-.05)
5.0,Same_Activity,Light Precip,No Precip,No Precip,6.83,1.38,6.88,3.6519,3.695,-0.0431,Slightly Worse (<-.02),0.215,Significantly Better (>.10)
-8.0,Less_Activity,No Precip,No Precip,No Precip,3.83,7.25,15.88,3.565,3.5225,0.0425,Slightly Better (>.02),-0.0647,Worse (<-.05)
-8.0,Less_Activity,No Precip,Light Precip,Light Precip,8.42,9.48,13.13,3.4425,3.565,-0.1225,Significantly Worse (<-.10),0.0209,Slightly Better (>.02)
-19.0,Less_Activity,Light Precip,No Precip,No Precip,10.67,10.0,6.0,3.3775,3.4425,-0.065,Worse (<-.05),-0.1013,Significantly Worse (<-.10)
-2.0,Same_Activity,No Precip,No Precip,No Precip,1.92,6.88,5.25,3.345,3.3775,-0.0325,Slightly Worse (<-.02),-0.1263,Significantly Worse (<-.10)
11.0,More_Activity,No Precip,No Precip,Light Precip,6.58,4.25,6.18,3.325,3.335,-0.01,Nominal Change,-0.0142,Nominal Change
6.0,More_Activity,No Precip,No Precip,No Precip,9.5,8.88,10.93,3.3575,3.325,0.0325,Slightly Better (>.02),-0.0175,Nominal Change
17.0,More_Activity,No Precip,No Precip,No Precip,6.0,6.5,9.25,3.3125,3.3575,-0.045,Slightly Worse (<-.02),0.0275,Slightly Better (>.02)
-45.0,Less_Activity,No Precip,No Precip,No Precip,4.08,5.38,6.0,3.3167,3.3125,0.0042,Nominal Change,-0.0288,Slightly Worse (<-.02)
23.0,More_Activity,No Precip,No Precip,No Precip,8.25,10.0,14.0,3.325,3.3208,0.0042,Nominal Change,0.0063,Nominal Change
-4.0,Same_Activity,No Precip,No Precip,No Precip,4.37,5.58,5.0,3.2525,3.325,-0.0725,Worse (<-.05),0.0063,Nominal Change
3.0,Same_Activity,No Precip,No Precip,No Precip,2.25,5.88,8.55,3.2375,3.2525,-0.015,Nominal Change,-0.0704,Worse (<-.05)
2.0,Same_Activity,No Precip,Precip,Precip,9.5,9.55,12.88,3.25,3.2375,0.0125,Nominal Change,-0.0513,Worse (<-.05)
-15.0,Less_Activity,No Precip,No Precip,No Precip,9.33,13.5,12.25,3.205,3.25,-0.045,Slightly Worse (<-.02),0.005,Nominal Change
-10.0,Less_Activity,No Precip,No Precip,No Precip,1.83,6.13,9.5,3.2175,3.205,0.0125,Nominal Change,-0.0388,Slightly Worse (<-.02)
1.0,Same_Activity,No Precip,No Precip,No Precip,4.0,8.0,11.0,3.2425,3.23,0.0125,Nominal Change,0.0188,Nominal Change
-2.0,Same_Activity,No Precip,No Precip,No Precip,6.42,11.0,11.13,3.2525,3.2425,0.01,Nominal Change,0.0188,Nominal Change
-16.0,Less_Activity,No Precip,No Precip,No Precip,5.25,2.38,14.0,3.22,3.2525,-0.0325,Slightly Worse (<-.02),0.0163,Nominal Change
6.0,More_Activity,Precip,Light Precip,No Precip,9.38,5.65,6.13,3.2225,3.22,0.0025,Nominal Change,-0.0275,Slightly Worse (<-.02)
-14.0,Less_Activity,No Precip,No Precip,No Precip,5.33,6.63,7.13,3.205,3.2225,-0.0175,Nominal Change,-0.0138,Nominal Change
2.0,Same_Activity,No Precip,No Precip,No Precip,2.33,4.38,8.88,3.2125,3.21,0.0025,Nominal Change,0.0038,Nominal Change
5.0,Same_Activity,No Precip,No Precip,No Precip,4.0,5.13,6.13,3.2675,3.2125,0.055,Better (>.05),0.0038,Nominal Change
0.0,Same_Activity,No Precip,No Precip,No Precip,2.5,0.63,2.25,3.2725,3.2675,0.005,Nominal Change,0.0563,Better (>.05)
-11.0,Less_Activity,No Precip,No Precip,No Precip,3.0,5.38,6.38,3.3,3.2725,0.0275,Slightly Better (>.02),0.0325,Slightly Better (>.02)
4.0,Same_Activity,Precip,No Precip,No Precip,12.13,7.58,6.5,3.3225,3.3,0.0225,Slightly Better (>.02),0.03,Slightly Better (>.02)
8.0,More_Activity,No Precip,No Precip,No Precip,3.83,11.38,20.0,3.3375,3.3325,0.005,Nominal Change,0.0075,Nominal Change
-15.0,Less_Activity,No Precip,No Precip,No Precip,10.75,11.25,16.13,3.33,3.3375,-0.0075,Nominal Change,0.0075,Nominal Change
-4.0,Same_Activity,Light Precip,No Precip,No Precip,5.0,6.08,9.0,3.2825,3.33,-0.0475,Slightly Worse (<-.02),-0.005,Nominal Change
-1.0,Same_Activity,No Precip,No Precip,No Precip,3.08,10.25,16.63,3.27,3.2825,-0.0125,Nominal Change,-0.0513,Worse (<-.05)
1.0,Same_Activity,No Precip,No Precip,No Precip,1.25,2.25,3.75,3.235,3.27,-0.035,Slightly Worse (<-.02),-0.0363,Slightly Worse (<-.02)
-12.0,Less_Activity,No Precip,No Precip,No Precip,6.58,7.18,12.75,3.1625,3.1867,-0.0242,Slightly Worse (<-.02),-0.0363,Slightly Worse (<-.02)
-3.0,Same_Activity,Precip,No Precip,No Precip,7.52,9.13,6.13,3.1175,3.1625,-0.045,Slightly Worse (<-.02),-0.0363,Slightly Worse (<-.02)
-6.0,Less_Activity,No Precip,No Precip,No Precip,1.75,4.63,9.88,3.04,3.1175,-0.0775,Worse (<-.05),-0.0571,Worse (<-.05)
1.0,Same_Activity,No Precip,No Precip,No Precip,3.0,6.13,7.88,3.02,3.04,-0.02,Slightly Worse (<-.02),-0.1,Significantly Worse (<-.10)
2.0,Same_Activity,No Precip,No Precip,No Precip,5.75,8.25,12.38,3.11,3.02,0.09,Better (>.05),-0.0588,Worse (<-.05)
4.0,Same_Activity,Precip,Precip,Precip,8.73,7.35,5.33,3.16,3.1475,0.0125,Nominal Change,0.0188,Nominal Change
-6.0,Less_Activity,No Precip,Light Precip,No Precip,4.02,6.65,6.13,3.1625,3.16,0.0025,Nominal Change,0.0188,Nominal Change
-11.0,Less_Activity,No Precip,No Precip,No Precip,10.03,10.38,8.38,3.22,3.1625,0.0575,Better (>.05),0.0088,Nominal Change
-4.0,Same_Activity,Precip,Light Precip,Light Precip,6.98,7.3,4.95,3.265,3.22,0.045,Slightly Better (>.02),0.0588,Better (>.05)
-8.0,Less_Activity,No Precip,No Precip,No Precip,9.75,11.38,10.63,3.2925,3.2833,0.0092,Nominal Change,0.0138,Nominal Change
-6.0,Less_Activity,No Precip,No Precip,No Precip,11.5,9.5,13.13,3.2925,3.2925,0.0,Nominal Change,0.0138,Nominal Change
-17.0,Less_Activity,No Precip,No Precip,No Precip,6.33,4.75,4.13,3.205,3.2925,-0.0875,Worse (<-.05),0.0046,Nominal Change
-8.0,Less_Activity,No Precip,No Precip,No Precip,4.75,9.88,12.5,3.2475,3.205,0.0425,Slightly Better (>.02),-0.0875,Worse (<-.05)
-3.0,Same_Activity,No Precip,No Precip,No Precip,5.58,6.7,8.18,3.29,3.2475,0.0425,Slightly Better (>.02),-0.0013,Nominal Change
5.0,Same_Activity,No Precip,No Precip,No Precip,8.75,6.75,4.38,3.3725,3.345,0.0275,Slightly Better (>.02),0.0413,Slightly Better (>.02)
-7.0,Less_Activity,No Precip,No Precip,No Precip,2.17,3.0,3.13,3.36,3.3725,-0.0125,Nominal Change,0.0413,Slightly Better (>.02)
-6.0,Less_Activity,No Precip,No Precip,No Precip,6.5,10.25,11.83,3.39,3.36,0.03,Slightly Better (>.02),0.0013,Nominal Change
-3.0,Same_Activity,Light Precip,No Precip,No Precip,11.67,5.38,10.75,3.3925,3.39,0.0025,Nominal Change,0.0238,Slightly Better (>.02)
-3.0,Same_Activity,No Precip,No Precip,No Precip,9.33,12.88,10.75,3.36,3.3925,-0.0325,Slightly Worse (<-.02),0.0175,Nominal Change
1.0,Same_Activity,No Precip,No Precip,No Precip,12.5,15.88,22.63,3.34,3.3467,-0.0067,Nominal Change,-0.01,Nominal Change
-4.0,Same_Activity,No Precip,No Precip,No Precip,12.83,16.88,15.63,3.2925,3.34,-0.0475,Slightly Worse (<-.02),-0.01,Nominal Change
-7.0,Less_Activity,No Precip,No Precip,No Precip,10.75,12.05,11.38,3.3175,3.2925,0.025,Slightly Better (>.02),-0.0508,Worse (<-.05)
-7.0,Less_Activity,No Precip,No Precip,No Precip,5.83,7.75,8.08,3.2975,3.3175,-0.02,Slightly Worse (<-.02),0.0013,Nominal Change
-8.0,Less_Activity,No Precip,No Precip,No Precip,4.08,7.33,9.0,3.29,3.2975,-0.0075,Nominal Change,-0.0075,Nominal Change
-8.0,Less_Activity,No Precip,No Precip,No Precip,4.58,7.75,10.75,3.3625,3.3383,0.0242,Slightly Better (>.02),0.0363,Slightly Better (>.02)
-5.0,Same_Activity,No Precip,Light Precip,Light Precip,13.0,16.13,19.75,3.45,3.3625,0.0875,Better (>.05),0.0363,Slightly Better (>.02)
7.0,More_Activity,Precip,No Precip,No Precip,7.33,9.5,13.63,3.4775,3.45,0.0275,Slightly Better (>.02),0.0996,Better (>.05)
8.0,More_Activity,No Precip,No Precip,No Precip,2.33,3.0,8.5,3.4725,3.4775,-0.005,Nominal Change,0.0713,Better (>.05)
8.0,More_Activity,Light Precip,No Precip,No Precip,15.33,14.38,17.88,3.4075,3.4725,-0.065,Worse (<-.05),0.0088,Nominal Change
-9.0,Less_Activity,No Precip,No Precip,No Precip,5.92,3.88,4.75,3.4033,3.4075,-0.0042,Nominal Change,-0.0675,Worse (<-.05)
-12.0,Less_Activity,No Precip,No Precip,No Precip,0.25,4.83,10.5,3.3992,3.4033,-0.0042,Nominal Change,-0.0367,Slightly Worse (<-.02)
-1.0,Same_Activity,No Precip,No Precip,No Precip,8.33,9.88,13.75,3.395,3.3992,-0.0042,Nominal Change,-0.0063,Nominal Change
-2.0,Same_Activity,No Precip,No Precip,No Precip,9.0,8.38,10.13,3.43,3.395,0.035,Slightly Better (>.02),-0.0063,Nominal Change
1.0,Same_Activity,No Precip,No Precip,No Precip,15.0,17.13,14.38,3.45,3.43,0.02,Slightly Better (>.02),0.0329,Slightly Better (>.02)
3.0,Same_Activity,No Precip,No Precip,No Precip,3.92,7.88,9.25,3.375,3.45,-0.075,Worse (<-.05),0.0375,Slightly Better (>.02)
-5.0,Same_Activity,No Precip,No Precip,No Precip,11.58,11.5,20.83,3.495,3.375,0.12,Significantly Better (>.10),-0.065,Worse (<-.05)
3.0,Same_Activity,No Precip,No Precip,No Precip,14.33,13.38,9.75,3.5067,3.495,0.0117,Nominal Change,0.0825,Better (>.05)
-1.0,Same_Activity,No Precip,No Precip,No Precip,0.5,4.75,15.0,3.5183,3.5067,0.0117,Nominal Change,0.0717,Better (>.05)
9.0,More_Activity,No Precip,No Precip,No Precip,6.8,4.88,7.5,3.53,3.5183,0.0117,Nominal Change,0.0175,Nominal Change
-4.0,Same_Activity,No Precip,No Precip,No Precip,6.0,7.38,10.13,3.5425,3.53,0.0125,Nominal Change,0.0175,Nominal Change
-7.0,Less_Activity,No Precip,No Precip,No Precip,2.5,6.38,11.88,3.535,3.5425,-0.0075,Nominal Change,0.0183,Nominal Change
-7.0,Less_Activity,No Precip,No Precip,No Precip,8.12,8.38,12.5,3.575,3.535,0.04,Slightly Better (>.02),-0.0013,Nominal Change
-9.0,Less_Activity,No Precip,No Precip,No Precip,2.83,6.0,9.0,3.5125,3.575,-0.0625,Worse (<-.05),0.0363,Slightly Better (>.02)
-6.0,Less_Activity,No Precip,No Precip,No Precip,5.83,1.5,1.13,3.5133,3.5125,8.0E-4,Nominal Change,-0.0425,Slightly Worse (<-.02)
-6.0,Less_Activity,No Precip,No Precip,No Precip,6.0,1.75,4.5,3.515,3.5142,8.0E-4,Nominal Change,0.0013,Nominal Change
-2.0,Same_Activity,No Precip,No Precip,No Precip,7.58,13.38,16.0,3.4825,3.515,-0.0325,Slightly Worse (<-.02),0.0013,Nominal Change
6.0,More_Activity,Precip,Light Precip,Light Precip,14.7,12.43,10.93,3.4925,3.4825,0.01,Nominal Change,-0.0321,Slightly Worse (<-.02)
10.0,More_Activity,No Precip,No Precip,No Precip,2.62,5.58,8.3,3.5375,3.4925,0.045,Slightly Better (>.02),-0.0063,Nominal Change
-16.0,Less_Activity,No Precip,No Precip,No Precip,12.05,13.38,11.38,3.575,3.5375,0.0375,Slightly Better (>.02),0.05,Better (>.05)
-10.0,Less_Activity,No Precip,No Precip,No Precip,6.17,6.55,8.75,3.5667,3.575,-0.0083,Nominal Change,0.06,Better (>.05)
